text,label,sentiment,text_length,text_cleaned
手机的物流很好，物流也快，五星好评。,1,正面,18,手机的物流很好，物流也快，五星好评。
这个书包的做工超出了我的预期，很惊喜。,1,正面,19,这个书包的做工超出了我的预期，很惊喜。
充电宝的功能太差了，非常后悔。,0,负面,15,充电宝的功能太差了，非常后悔。
性价比很高的电脑，颜色没让我失望。,1,正面,17,性价比很高的电脑，颜色没让我失望。
收到衣服了，客服比想象中好，颜色也好看。,1,正面,20,收到衣服了，客服比想象中好，颜色也好看。
手表的物流太差了，非常后悔。,0,负面,14,手表的物流太差了，非常后悔。
被图片骗了，实际电脑的做工很差，不值这个价。,0,负面,22,被图片骗了，实际电脑的做工很差，不值这个价。
这个书包的质量不行，建议大家别买。,0,负面,17,这个书包的质量不行，建议大家别买。
书包的价格真的是太差了，一次糟糕的购物体验。,0,负面,22,书包的价格真的是太差了，一次糟糕的购物体验。
再也不在这家买了，台灯的质量太让人失望了。,0,负面,21,再也不在这家买了，台灯的质量太让人失望了。
再也不在这家买了，台灯的做工太让人失望了。，推荐！,0,负面,25,再也不在这家买了，台灯的做工太让人失望了。，推荐！
第二次回购了，水杯的颜色一如既往的好。。,1,正面,20,第二次回购了，水杯的颜色一如既往的好。。
收到衣服了，客服很差，申请退货中。！,0,负面,18,收到衣服了，客服很差，申请退货中。！
收到鞋子了，客服比想象中好，颜色也好看。，推荐！,1,正面,24,收到鞋子了，客服比想象中好，颜色也好看。，推荐！
衣服包装很棒，价格也合理，好评。,1,正面,16,衣服包装很棒，价格也合理，好评。
太坑了，电脑的做工和描述完全不一样。,0,负面,18,太坑了，电脑的做工和描述完全不一样。
第二次回购了，水杯的质量一如既往的好。，推荐！,1,正面,23,第二次回购了，水杯的质量一如既往的好。，推荐！
耳机价格很差，根本不值这个价。,0,负面,15,耳机价格很差，根本不值这个价。
手表的质量超出预期，值得购买。,1,正面,15,手表的质量超出预期，值得购买。
这个充电宝的价格真的不行，不如实体店买。,0,负面,20,这个充电宝的价格真的不行，不如实体店买。
收到耳机了，功能很差，申请退货中。，不推荐！,0,负面,22,收到耳机了，功能很差，申请退货中。，不推荐！
这个手表的包装不错，推荐给大家。,1,正面,16,这个手表的包装不错，推荐给大家。
给家人买的书包，他们说颜色很好。！,1,正面,17,给家人买的书包，他们说颜色很好。！
收到水杯了，做工比想象中好，颜色也好看。,1,正面,20,收到水杯了，做工比想象中好，颜色也好看。
物流慢也就算了，电脑的功能还这么差，差评。,0,负面,21,物流慢也就算了，电脑的功能还这么差，差评。
买回来就发现台灯的质量有问题，很失望。,0,负面,19,买回来就发现台灯的质量有问题，很失望。
这个价钱买到这么好的书包，价格还这么好，太值了。,1,正面,24,这个价钱买到这么好的书包，价格还这么好，太值了。
鞋子的功能真的是太差了，一次糟糕的购物体验。,0,负面,22,鞋子的功能真的是太差了，一次糟糕的购物体验。
再也不在这家买了，手机的物流太让人失望了。,0,负面,21,再也不在这家买了，手机的物流太让人失望了。
买回来就发现书包的包装有问题，很失望。,0,负面,19,买回来就发现书包的包装有问题，很失望。
这个耳机的材质很差，和图片上的完全不一样。,0,负面,21,这个耳机的材质很差，和图片上的完全不一样。
手机功能很好，很满意！,1,正面,11,手机功能很好，很满意！
这个水杯的质量超出了我的预期，很惊喜。,1,正面,19,这个水杯的质量超出了我的预期，很惊喜。
电脑功能很棒，价格也合理，好评。,1,正面,16,电脑功能很棒，价格也合理，好评。
手表包装很差，根本不值这个价。,0,负面,15,手表包装很差，根本不值这个价。
这个耳机的质量超出了我的预期，很惊喜。，不推荐！,1,正面,24,这个耳机的质量超出了我的预期，很惊喜。，不推荐！
鞋子功能很差，根本不值这个价。,0,负面,15,鞋子功能很差，根本不值这个价。
被图片骗了，实际衣服的价格很差，不值这个价。！建议大家参考。,0,负面,30,被图片骗了，实际衣服的价格很差，不值这个价。！建议大家参考。
这个价钱买到这么好的衣服，颜色还这么好，太值了。,1,正面,24,这个价钱买到这么好的衣服，颜色还这么好，太值了。
鞋子的尺寸真的是太差了，一次糟糕的购物体验。,0,负面,22,鞋子的尺寸真的是太差了，一次糟糕的购物体验。
台灯客服很棒，价格也合理，好评。,1,正面,16,台灯客服很棒，价格也合理，好评。
书包的包装太差了，非常后悔。,0,负面,14,书包的包装太差了，非常后悔。
电脑的功能很好，做工精细，很喜欢。,1,正面,17,电脑的功能很好，做工精细，很喜欢。
手表的价格很好，物流也快，五星好评。,1,正面,18,手表的价格很好，物流也快，五星好评。
买回来用了几天，衣服的材质确实好。。,1,正面,18,买回来用了几天，衣服的材质确实好。。
物流慢也就算了，书包的做工还这么差，差评。,0,负面,21,物流慢也就算了，书包的做工还这么差，差评。
电脑的物流很好，做工精细，很喜欢。,1,正面,17,电脑的物流很好，做工精细，很喜欢。
对比了好几家才选的这家，衣服的质量确实好。！,1,正面,22,对比了好几家才选的这家，衣服的质量确实好。！
太坑了，书包的尺寸和描述完全不一样。,0,负面,18,太坑了，书包的尺寸和描述完全不一样。
衣服外观很棒，价格也合理，好评。！建议大家参考。,1,正面,24,衣服外观很棒，价格也合理，好评。！建议大家参考。
第二次回购了，手机的功能一如既往的好。,1,正面,19,第二次回购了，手机的功能一如既往的好。
充电宝物流很差，根本不值这个价。,0,负面,16,充电宝物流很差，根本不值这个价。
买回来用了几天，书包的包装确实好。,1,正面,17,买回来用了几天，书包的包装确实好。
再也不在这家买了，书包的质量太让人失望了。,0,负面,21,再也不在这家买了，书包的质量太让人失望了。
这个电脑的做工超出了我的预期，很惊喜。,1,正面,19,这个电脑的做工超出了我的预期，很惊喜。
第二次回购了，台灯的客服一如既往的好。,1,正面,19,第二次回购了，台灯的客服一如既往的好。
买回来就发现书包的价格有问题，很失望。,0,负面,19,买回来就发现书包的价格有问题，很失望。
书包的质量很好，物流也快，五星好评。。,1,正面,19,书包的质量很好，物流也快，五星好评。。
用了没几天手机的尺寸就出问题了，差评。,0,负面,19,用了没几天手机的尺寸就出问题了，差评。
书包的质量太差了，非常后悔。,0,负面,14,书包的质量太差了，非常后悔。
这个手表的质量真的不行，不如实体店买。,0,负面,19,这个手表的质量真的不行，不如实体店买。
用了没几天手机的价格就出问题了，差评。,0,负面,19,用了没几天手机的价格就出问题了，差评。
太坑了，鞋子的客服和描述完全不一样。,0,负面,18,太坑了，鞋子的客服和描述完全不一样。
这个耳机的客服不行，建议大家别买。,0,负面,17,这个耳机的客服不行，建议大家别买。
这个书包的物流不错，推荐给大家。,1,正面,16,这个书包的物流不错，推荐给大家。
这个鞋子的功能超出了我的预期，很惊喜。,1,正面,19,这个鞋子的功能超出了我的预期，很惊喜。
买回来就发现充电宝的尺寸有问题，很失望。,0,负面,20,买回来就发现充电宝的尺寸有问题，很失望。
充电宝的材质很好，物流也快，五星好评。,1,正面,19,充电宝的材质很好，物流也快，五星好评。
手表的客服很好，物流也快，五星好评。！建议大家参考。,1,正面,26,手表的客服很好，物流也快，五星好评。！建议大家参考。
给家人买的手机，他们说客服很好。,1,正面,16,给家人买的手机，他们说客服很好。
被图片骗了，实际衣服的物流很差，不值这个价。,0,负面,22,被图片骗了，实际衣服的物流很差，不值这个价。
太坑了，书包的客服和描述完全不一样。,0,负面,18,太坑了，书包的客服和描述完全不一样。
对比了好几家才选的这家，充电宝的功能确实好。，不推荐！,1,正面,27,对比了好几家才选的这家，充电宝的功能确实好。，不推荐！
好评！鞋子的颜色很好，客服态度也好。,1,正面,18,好评！鞋子的颜色很好，客服态度也好。
对比了好几家才选的这家，台灯的客服确实好。！,1,正面,22,对比了好几家才选的这家，台灯的客服确实好。！
书包的物流很好，做工精细，很喜欢。,1,正面,17,书包的物流很好，做工精细，很喜欢。
这个充电宝的颜色超出了我的预期，很惊喜。,1,正面,20,这个充电宝的颜色超出了我的预期，很惊喜。
这个台灯的价格真的不行，不如实体店买。,0,负面,19,这个台灯的价格真的不行，不如实体店买。
这个价钱买到这么好的手表，外观还这么好，太值了。,1,正面,24,这个价钱买到这么好的手表，外观还这么好，太值了。
好评！耳机的价格很好，客服态度也好。,1,正面,18,好评！耳机的价格很好，客服态度也好。
收到水杯了，包装很差，申请退货中。,0,负面,17,收到水杯了，包装很差，申请退货中。
这个鞋子的做工很差，和图片上的完全不一样。,0,负面,21,这个鞋子的做工很差，和图片上的完全不一样。
买回来用了几天，充电宝的外观确实好。,1,正面,18,买回来用了几天，充电宝的外观确实好。
这个台灯的尺寸不行，建议大家别买。,0,负面,17,这个台灯的尺寸不行，建议大家别买。
这个手表的价格不错，推荐给大家。,1,正面,16,这个手表的价格不错，推荐给大家。
给家人买的充电宝，他们说质量很好。,1,正面,17,给家人买的充电宝，他们说质量很好。
客服态度差，手机的价格也有问题，体验很差。,0,负面,21,客服态度差，手机的价格也有问题，体验很差。
好评！手表的质量很好，客服态度也好。。,1,正面,19,好评！手表的质量很好，客服态度也好。。
买回来就发现台灯的功能有问题，很失望。。,0,负面,20,买回来就发现台灯的功能有问题，很失望。。
这个耳机的功能很差，和图片上的完全不一样。,0,负面,21,这个耳机的功能很差，和图片上的完全不一样。
耳机的价格超出预期，值得购买。,1,正面,15,耳机的价格超出预期，值得购买。
好评！衣服的功能很好，客服态度也好。！,1,正面,19,好评！衣服的功能很好，客服态度也好。！
这个耳机的尺寸真的不行，不如实体店买。，推荐！,0,负面,23,这个耳机的尺寸真的不行，不如实体店买。，推荐！
买回来就发现手机的尺寸有问题，很失望。,0,负面,19,买回来就发现手机的尺寸有问题，很失望。
第二次回购了，手表的做工一如既往的好。,1,正面,19,第二次回购了，手表的做工一如既往的好。
用了没几天书包的质量就出问题了，差评。。,0,负面,20,用了没几天书包的质量就出问题了，差评。。
客服态度差，耳机的包装也有问题，体验很差。,0,负面,21,客服态度差，耳机的包装也有问题，体验很差。
买回来用了几天，台灯的功能确实好。,1,正面,17,买回来用了几天，台灯的功能确实好。
充电宝功能很好，很满意！,1,正面,12,充电宝功能很好，很满意！
衣服的物流真的是太差了，一次糟糕的购物体验。,0,负面,22,衣服的物流真的是太差了，一次糟糕的购物体验。
被图片骗了，实际电脑的材质很差，不值这个价。,0,负面,22,被图片骗了，实际电脑的材质很差，不值这个价。
手机的包装超出预期，值得购买。。,1,正面,16,手机的包装超出预期，值得购买。。
书包的功能很好，做工精细，很喜欢。,1,正面,17,书包的功能很好，做工精细，很喜欢。
再也不在这家买了，电脑的功能太让人失望了。，不推荐！,0,负面,26,再也不在这家买了，电脑的功能太让人失望了。，不推荐！
给家人买的鞋子，他们说价格很好。,1,正面,16,给家人买的鞋子，他们说价格很好。
这个手机的物流很差，和图片上的完全不一样。！建议大家参考。,0,负面,29,这个手机的物流很差，和图片上的完全不一样。！建议大家参考。
第二次回购了，充电宝的价格一如既往的好。。,1,正面,21,第二次回购了，充电宝的价格一如既往的好。。
这个台灯的颜色真的不行，不如实体店买。,0,负面,19,这个台灯的颜色真的不行，不如实体店买。
书包的客服真的是太差了，一次糟糕的购物体验。,0,负面,22,书包的客服真的是太差了，一次糟糕的购物体验。
耳机的颜色太差了，非常后悔。,0,负面,14,耳机的颜色太差了，非常后悔。
收到手表了，质量比想象中好，颜色也好看。,1,正面,20,收到手表了，质量比想象中好，颜色也好看。
买回来用了几天，书包的外观确实好。,1,正面,17,买回来用了几天，书包的外观确实好。
书包质量很棒，价格也合理，好评。,1,正面,16,书包质量很棒，价格也合理，好评。
充电宝的价格超出预期，值得购买。,1,正面,16,充电宝的价格超出预期，值得购买。
书包的外观很好，做工精细，很喜欢。,1,正面,17,书包的外观很好，做工精细，很喜欢。
物流慢也就算了，衣服的颜色还这么差，差评。,0,负面,21,物流慢也就算了，衣服的颜色还这么差，差评。
客服态度差，衣服的颜色也有问题，体验很差。,0,负面,21,客服态度差，衣服的颜色也有问题，体验很差。
买回来用了几天，水杯的材质确实好。,1,正面,17,买回来用了几天，水杯的材质确实好。
买回来用了几天，衣服的颜色确实好。,1,正面,17,买回来用了几天，衣服的颜色确实好。
这个台灯的颜色不行，建议大家别买。,0,负面,17,这个台灯的颜色不行，建议大家别买。
书包的功能太差了，非常后悔。,0,负面,14,书包的功能太差了，非常后悔。
退货了，衣服的物流完全不能用，浪费时间。,0,负面,20,退货了，衣服的物流完全不能用，浪费时间。
客服态度差，书包的质量也有问题，体验很差。,0,负面,21,客服态度差，书包的质量也有问题，体验很差。
这个充电宝的功能超出了我的预期，很惊喜。,1,正面,20,这个充电宝的功能超出了我的预期，很惊喜。
耳机的价格太差了，非常后悔。,0,负面,14,耳机的价格太差了，非常后悔。
书包的物流很好，物流也快，五星好评。。,1,正面,19,书包的物流很好，物流也快，五星好评。。
用了没几天充电宝的功能就出问题了，差评。,0,负面,20,用了没几天充电宝的功能就出问题了，差评。
再也不在这家买了，台灯的包装太让人失望了。,0,负面,21,再也不在这家买了，台灯的包装太让人失望了。
台灯外观很棒，价格也合理，好评。。,1,正面,17,台灯外观很棒，价格也合理，好评。。
耳机的功能太差了，非常后悔。,0,负面,14,耳机的功能太差了，非常后悔。
这个电脑的价格不行，建议大家别买。。,0,负面,18,这个电脑的价格不行，建议大家别买。。
用了没几天电脑的做工就出问题了，差评。,0,负面,19,用了没几天电脑的做工就出问题了，差评。
这个充电宝的做工不错，推荐给大家。,1,正面,17,这个充电宝的做工不错，推荐给大家。
被图片骗了，实际水杯的价格很差，不值这个价。,0,负面,22,被图片骗了，实际水杯的价格很差，不值这个价。
第二次回购了，耳机的外观一如既往的好。,1,正面,19,第二次回购了，耳机的外观一如既往的好。
鞋子的客服超出预期，值得购买。,1,正面,15,鞋子的客服超出预期，值得购买。
第二次回购了，电脑的客服一如既往的好。,1,正面,19,第二次回购了，电脑的客服一如既往的好。
这个书包的质量不错，推荐给大家。,1,正面,16,这个书包的质量不错，推荐给大家。
这个鞋子的质量超出了我的预期，很惊喜。,1,正面,19,这个鞋子的质量超出了我的预期，很惊喜。
手表的物流很好，物流也快，五星好评。,1,正面,18,手表的物流很好，物流也快，五星好评。
买回来就发现衣服的价格有问题，很失望。,0,负面,19,买回来就发现衣服的价格有问题，很失望。
这个充电宝的价格不错，推荐给大家。,1,正面,17,这个充电宝的价格不错，推荐给大家。
这个价钱买到这么好的书包，质量还这么好，太值了。。,1,正面,25,这个价钱买到这么好的书包，质量还这么好，太值了。。
给家人买的充电宝，他们说外观很好。,1,正面,17,给家人买的充电宝，他们说外观很好。
书包的物流超出预期，值得购买。,1,正面,15,书包的物流超出预期，值得购买。
衣服的包装超出预期，值得购买。,1,正面,15,衣服的包装超出预期，值得购买。
对比了好几家才选的这家，衣服的包装确实好。,1,正面,21,对比了好几家才选的这家，衣服的包装确实好。
耳机的尺寸真的是太差了，一次糟糕的购物体验。,0,负面,22,耳机的尺寸真的是太差了，一次糟糕的购物体验。
买回来就发现电脑的物流有问题，很失望。,0,负面,19,买回来就发现电脑的物流有问题，很失望。
用了没几天手机的尺寸就出问题了，差评。，不推荐！,0,负面,24,用了没几天手机的尺寸就出问题了，差评。，不推荐！
退货了，耳机的客服完全不能用，浪费时间。,0,负面,20,退货了，耳机的客服完全不能用，浪费时间。
这个充电宝的材质超出了我的预期，很惊喜。,1,正面,20,这个充电宝的材质超出了我的预期，很惊喜。
退货了，手机的客服完全不能用，浪费时间。,0,负面,20,退货了，手机的客服完全不能用，浪费时间。
这个价钱买到这么好的手机，客服还这么好，太值了。,1,正面,24,这个价钱买到这么好的手机，客服还这么好，太值了。
客服态度差，手机的颜色也有问题，体验很差。,0,负面,21,客服态度差，手机的颜色也有问题，体验很差。
充电宝客服很差，根本不值这个价。，推荐！,0,负面,20,充电宝客服很差，根本不值这个价。，推荐！
对比了好几家才选的这家，台灯的价格确实好。,1,正面,21,对比了好几家才选的这家，台灯的价格确实好。
这个充电宝的价格不错，推荐给大家。，推荐！,1,正面,21,这个充电宝的价格不错，推荐给大家。，推荐！
收到书包了，功能很差，申请退货中。,0,负面,17,收到书包了，功能很差，申请退货中。
收到水杯了，客服比想象中好，颜色也好看。,1,正面,20,收到水杯了，客服比想象中好，颜色也好看。
这个书包的材质很差，和图片上的完全不一样。,0,负面,21,这个书包的材质很差，和图片上的完全不一样。
客服态度差，衣服的尺寸也有问题，体验很差。,0,负面,21,客服态度差，衣服的尺寸也有问题，体验很差。
鞋子的质量太差了，非常后悔。,0,负面,14,鞋子的质量太差了，非常后悔。
收到充电宝了，价格很差，申请退货中。,0,负面,18,收到充电宝了，价格很差，申请退货中。
衣服的功能很好，做工精细，很喜欢。，不推荐！,1,正面,22,衣服的功能很好，做工精细，很喜欢。，不推荐！
对比了好几家才选的这家，书包的客服确实好。,1,正面,21,对比了好几家才选的这家，书包的客服确实好。
对比了好几家才选的这家，电脑的材质确实好。！,1,正面,22,对比了好几家才选的这家，电脑的材质确实好。！
太坑了，手表的质量和描述完全不一样。,0,负面,18,太坑了，手表的质量和描述完全不一样。
收到台灯了，尺寸很差，申请退货中。,0,负面,17,收到台灯了，尺寸很差，申请退货中。
收到书包了，包装很差，申请退货中。,0,负面,17,收到书包了，包装很差，申请退货中。
好评！电脑的颜色很好，客服态度也好。,1,正面,18,好评！电脑的颜色很好，客服态度也好。
收到鞋子了，颜色很差，申请退货中。,0,负面,17,收到鞋子了，颜色很差，申请退货中。
太坑了，充电宝的做工和描述完全不一样。,0,负面,19,太坑了，充电宝的做工和描述完全不一样。
买回来用了几天，书包的材质确实好。,1,正面,17,买回来用了几天，书包的材质确实好。
被图片骗了，实际鞋子的价格很差，不值这个价。,0,负面,22,被图片骗了，实际鞋子的价格很差，不值这个价。
这个书包的功能真的不行，不如实体店买。,0,负面,19,这个书包的功能真的不行，不如实体店买。
衣服的客服真的是太差了，一次糟糕的购物体验。,0,负面,22,衣服的客服真的是太差了，一次糟糕的购物体验。
性价比很高的手机，客服没让我失望。,1,正面,17,性价比很高的手机，客服没让我失望。
客服态度差，手表的尺寸也有问题，体验很差。,0,负面,21,客服态度差，手表的尺寸也有问题，体验很差。
耳机颜色很棒，价格也合理，好评。,1,正面,16,耳机颜色很棒，价格也合理，好评。
对比了好几家才选的这家，台灯的包装确实好。,1,正面,21,对比了好几家才选的这家，台灯的包装确实好。
衣服的包装很好，物流也快，五星好评。,1,正面,18,衣服的包装很好，物流也快，五星好评。
水杯的包装超出预期，值得购买。,1,正面,15,水杯的包装超出预期，值得购买。
手机的价格很好，做工精细，很喜欢。,1,正面,17,手机的价格很好，做工精细，很喜欢。
手机的颜色太差了，非常后悔。,0,负面,14,手机的颜色太差了，非常后悔。
太坑了，充电宝的客服和描述完全不一样。，推荐！,0,负面,23,太坑了，充电宝的客服和描述完全不一样。，推荐！
物流慢也就算了，衣服的价格还这么差，差评。,0,负面,21,物流慢也就算了，衣服的价格还这么差，差评。
给家人买的电脑，他们说价格很好。，推荐！,1,正面,20,给家人买的电脑，他们说价格很好。，推荐！
再也不在这家买了，鞋子的物流太让人失望了。,0,负面,21,再也不在这家买了，鞋子的物流太让人失望了。
再也不在这家买了，鞋子的尺寸太让人失望了。,0,负面,21,再也不在这家买了，鞋子的尺寸太让人失望了。
退货了，手表的包装完全不能用，浪费时间。,0,负面,20,退货了，手表的包装完全不能用，浪费时间。
收到耳机了，尺寸很差，申请退货中。,0,负面,17,收到耳机了，尺寸很差，申请退货中。
收到手机了，做工很差，申请退货中。,0,负面,17,收到手机了，做工很差，申请退货中。
这个鞋子的材质超出了我的预期，很惊喜。,1,正面,19,这个鞋子的材质超出了我的预期，很惊喜。
物流慢也就算了，手表的做工还这么差，差评。,0,负面,21,物流慢也就算了，手表的做工还这么差，差评。
这个电脑的质量不错，推荐给大家。,1,正面,16,这个电脑的质量不错，推荐给大家。
这个手机的物流不行，建议大家别买。,0,负面,17,这个手机的物流不行，建议大家别买。
给家人买的书包，他们说物流很好。,1,正面,16,给家人买的书包，他们说物流很好。
台灯的客服超出预期，值得购买。,1,正面,15,台灯的客服超出预期，值得购买。
退货了，耳机的颜色完全不能用，浪费时间。,0,负面,20,退货了，耳机的颜色完全不能用，浪费时间。
这个鞋子的包装超出了我的预期，很惊喜。,1,正面,19,这个鞋子的包装超出了我的预期，很惊喜。
这个台灯的质量真的不行，不如实体店买。，不推荐！,0,负面,24,这个台灯的质量真的不行，不如实体店买。，不推荐！
充电宝的材质真的是太差了，一次糟糕的购物体验。,0,负面,23,充电宝的材质真的是太差了，一次糟糕的购物体验。
被图片骗了，实际手表的质量很差，不值这个价。,0,负面,22,被图片骗了，实际手表的质量很差，不值这个价。
电脑物流很好，很满意！,1,正面,11,电脑物流很好，很满意！
水杯的包装真的是太差了，一次糟糕的购物体验。,0,负面,22,水杯的包装真的是太差了，一次糟糕的购物体验。
书包价格很棒，价格也合理，好评。，不推荐！,1,正面,21,书包价格很棒，价格也合理，好评。，不推荐！
买回来用了几天，书包的颜色确实好。,1,正面,17,买回来用了几天，书包的颜色确实好。
收到书包了，包装比想象中好，颜色也好看。,1,正面,20,收到书包了，包装比想象中好，颜色也好看。
用了没几天台灯的颜色就出问题了，差评。,0,负面,19,用了没几天台灯的颜色就出问题了，差评。
第二次回购了，耳机的材质一如既往的好。,1,正面,19,第二次回购了，耳机的材质一如既往的好。
退货了，衣服的尺寸完全不能用，浪费时间。！建议大家参考。,0,负面,28,退货了，衣服的尺寸完全不能用，浪费时间。！建议大家参考。
这个书包的尺寸真的不行，不如实体店买。。,0,负面,20,这个书包的尺寸真的不行，不如实体店买。。
买回来就发现充电宝的质量有问题，很失望。！,0,负面,21,买回来就发现充电宝的质量有问题，很失望。！
电脑的质量很好，做工精细，很喜欢。,1,正面,17,电脑的质量很好，做工精细，很喜欢。
这个衣服的材质不错，推荐给大家。，不推荐！,1,正面,21,这个衣服的材质不错，推荐给大家。，不推荐！
手机的颜色超出预期，值得购买。,1,正面,15,手机的颜色超出预期，值得购买。
好评！水杯的物流很好，客服态度也好。,1,正面,18,好评！水杯的物流很好，客服态度也好。
给家人买的台灯，他们说做工很好。,1,正面,16,给家人买的台灯，他们说做工很好。
买回来就发现书包的材质有问题，很失望。,0,负面,19,买回来就发现书包的材质有问题，很失望。
这个鞋子的材质不错，推荐给大家。,1,正面,16,这个鞋子的材质不错，推荐给大家。
这个充电宝的材质真的不行，不如实体店买。,0,负面,20,这个充电宝的材质真的不行，不如实体店买。
客服态度差，台灯的做工也有问题，体验很差。,0,负面,21,客服态度差，台灯的做工也有问题，体验很差。
鞋子的质量很好，做工精细，很喜欢。,1,正面,17,鞋子的质量很好，做工精细，很喜欢。
收到书包了，价格比想象中好，颜色也好看。,1,正面,20,收到书包了，价格比想象中好，颜色也好看。
这个价钱买到这么好的手表，价格还这么好，太值了。,1,正面,24,这个价钱买到这么好的手表，价格还这么好，太值了。
物流慢也就算了，手机的质量还这么差，差评。,0,负面,21,物流慢也就算了，手机的质量还这么差，差评。
书包材质很好，很满意！。,1,正面,12,书包材质很好，很满意！。
收到水杯了，价格比想象中好，颜色也好看。,1,正面,20,收到水杯了，价格比想象中好，颜色也好看。
客服态度差，充电宝的尺寸也有问题，体验很差。,0,负面,22,客服态度差，充电宝的尺寸也有问题，体验很差。
性价比很高的书包，物流没让我失望。。,1,正面,18,性价比很高的书包，物流没让我失望。。
耳机的质量超出预期，值得购买。,1,正面,15,耳机的质量超出预期，值得购买。
性价比很高的书包，功能没让我失望。,1,正面,17,性价比很高的书包，功能没让我失望。
买回来用了几天，台灯的包装确实好。,1,正面,17,买回来用了几天，台灯的包装确实好。
收到衣服了，包装比想象中好，颜色也好看。,1,正面,20,收到衣服了，包装比想象中好，颜色也好看。
手表物流很差，根本不值这个价。,0,负面,15,手表物流很差，根本不值这个价。
充电宝的做工真的是太差了，一次糟糕的购物体验。，推荐！,0,负面,27,充电宝的做工真的是太差了，一次糟糕的购物体验。，推荐！
对比了好几家才选的这家，水杯的功能确实好。,1,正面,21,对比了好几家才选的这家，水杯的功能确实好。
这个电脑的质量不行，建议大家别买。,0,负面,17,这个电脑的质量不行，建议大家别买。
对比了好几家才选的这家，手机的颜色确实好。，不推荐！,1,正面,26,对比了好几家才选的这家，手机的颜色确实好。，不推荐！
买回来用了几天，手表的质量确实好。,1,正面,17,买回来用了几天，手表的质量确实好。
用了没几天充电宝的质量就出问题了，差评。,0,负面,20,用了没几天充电宝的质量就出问题了，差评。
这个鞋子的做工不行，建议大家别买。，不推荐！,0,负面,22,这个鞋子的做工不行，建议大家别买。，不推荐！
这个手表的价格很差，和图片上的完全不一样。,0,负面,21,这个手表的价格很差，和图片上的完全不一样。
退货了，鞋子的功能完全不能用，浪费时间。！建议大家参考。,0,负面,28,退货了，鞋子的功能完全不能用，浪费时间。！建议大家参考。
这个充电宝的客服超出了我的预期，很惊喜。,1,正面,20,这个充电宝的客服超出了我的预期，很惊喜。
被图片骗了，实际耳机的物流很差，不值这个价。，不推荐！,0,负面,27,被图片骗了，实际耳机的物流很差，不值这个价。，不推荐！
鞋子的客服很好，做工精细，很喜欢。,1,正面,17,鞋子的客服很好，做工精细，很喜欢。
第二次回购了，耳机的做工一如既往的好。,1,正面,19,第二次回购了，耳机的做工一如既往的好。
这个手表的价格超出了我的预期，很惊喜。,1,正面,19,这个手表的价格超出了我的预期，很惊喜。
书包的材质真的是太差了，一次糟糕的购物体验。！,0,负面,23,书包的材质真的是太差了，一次糟糕的购物体验。！
好评！书包的颜色很好，客服态度也好。，推荐！,1,正面,22,好评！书包的颜色很好，客服态度也好。，推荐！
收到电脑了，功能很差，申请退货中。,0,负面,17,收到电脑了，功能很差，申请退货中。
这个充电宝的包装不错，推荐给大家。,1,正面,17,这个充电宝的包装不错，推荐给大家。
太坑了，耳机的客服和描述完全不一样。,0,负面,18,太坑了，耳机的客服和描述完全不一样。
物流慢也就算了，鞋子的颜色还这么差，差评。,0,负面,21,物流慢也就算了，鞋子的颜色还这么差，差评。
这个手机的尺寸很差，和图片上的完全不一样。,0,负面,21,这个手机的尺寸很差，和图片上的完全不一样。
物流慢也就算了，充电宝的价格还这么差，差评。,0,负面,22,物流慢也就算了，充电宝的价格还这么差，差评。
这个手表的质量很差，和图片上的完全不一样。,0,负面,21,这个手表的质量很差，和图片上的完全不一样。
物流慢也就算了，手表的功能还这么差，差评。，推荐！,0,负面,25,物流慢也就算了，手表的功能还这么差，差评。，推荐！
客服态度差，水杯的尺寸也有问题，体验很差。,0,负面,21,客服态度差，水杯的尺寸也有问题，体验很差。
书包的做工太差了，非常后悔。,0,负面,14,书包的做工太差了，非常后悔。
书包颜色很差，根本不值这个价。,0,负面,15,书包颜色很差，根本不值这个价。
退货了，水杯的尺寸完全不能用，浪费时间。，推荐！,0,负面,24,退货了，水杯的尺寸完全不能用，浪费时间。，推荐！
再也不在这家买了，书包的功能太让人失望了。,0,负面,21,再也不在这家买了，书包的功能太让人失望了。
手表的物流很好，做工精细，很喜欢。！建议大家参考。,1,正面,25,手表的物流很好，做工精细，很喜欢。！建议大家参考。
用了没几天书包的价格就出问题了，差评。,0,负面,19,用了没几天书包的价格就出问题了，差评。
再也不在这家买了，手表的颜色太让人失望了。,0,负面,21,再也不在这家买了，手表的颜色太让人失望了。
这个充电宝的功能不行，建议大家别买。,0,负面,18,这个充电宝的功能不行，建议大家别买。
被图片骗了，实际水杯的质量很差，不值这个价。，不推荐！,0,负面,27,被图片骗了，实际水杯的质量很差，不值这个价。，不推荐！
这个书包的材质不行，建议大家别买。,0,负面,17,这个书包的材质不行，建议大家别买。
这个衣服的客服不行，建议大家别买。！,0,负面,18,这个衣服的客服不行，建议大家别买。！
这个书包的价格不行，建议大家别买。,0,负面,17,这个书包的价格不行，建议大家别买。
对比了好几家才选的这家，鞋子的材质确实好。,1,正面,21,对比了好几家才选的这家，鞋子的材质确实好。
充电宝功能很棒，价格也合理，好评。,1,正面,17,充电宝功能很棒，价格也合理，好评。
这个耳机的材质不行，建议大家别买。,0,负面,17,这个耳机的材质不行，建议大家别买。
